PortName,AlternateName,Country,WaterBody,HarborSize,HarborType,HarborUse,Railway,Latitude,Longitude
Baie Du Marigot, ,France,Caribbean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,18.066667,-63.083333
Dunkerque Port Est, ,France,North Sea; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Unknown,51.05,2.383333
Dunkerque Port Ouest, ,France,North Sea; North Atlantic Ocean,Medium,Coastal (Tide Gates),Unknown,Unknown,51.066667,2.35
Gravelines, ,France,North Sea; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Small,51,2.116667
Calais, ,France,English Channel; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,50.966667,1.85
Boulogne-Sur-Mer, ,France,English Channel; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Large,50.733333,1.6
Le Treport,Treport,France,English Channel; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Small,50.066667,1.366667
Dieppe, ,France,English Channel; North Atlantic Ocean,Small,Canal or Lake,Unknown,Small,49.933333,1.083333
Fecamp, ,France,English Channel; North Atlantic Ocean,Small,Canal or Lake,Unknown,Small,49.766667,0.366667
Port Du Havre-Antifer, ,France,English Channel; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,49.65,0.15
Port Of Le Havre, ,France,English Channel; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Medium,49.483333,0.116667
Port Of Rouen, ,France,English Channel; North Atlantic Ocean,Large,River (Natural),Unknown,Large,49.45,1.066667
Honfleur, ,France,English Channel; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Unknown,49.416667,0.216667
Deauville, ,France,English Channel; North Atlantic Ocean,Very Small,Canal or Lake,Unknown,Small,49.366667,0.083333
Port De Caen,Ouistreham,France,English Channel; North Atlantic Ocean,Small,Canal or Lake,Unknown,Large,49.183333,-0.35
Ouistreham, ,France,English Channel; North Atlantic Ocean,Very Small,Canal or Lake,Unknown,Unknown,49.283333,-0.25
Rade De Cherbourg, ,France,English Channel; North Atlantic Ocean,Large,Coastal (Tide Gates),Unknown,Large,49.65,-1.633333
Granville, ,France,English Channel; North Atlantic Ocean,Very Small,Coastal (Tide Gates),Unknown,Small,48.833333,-1.6
Saint-Malo, ,France,English Channel; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Medium,48.65,-2.016667
Le Legue,St Brieuc,France,English Channel; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Unknown,48.533333,-2.75
Paimpol, ,France,English Channel; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Small,48.783333,-3.05
Pontrieux, ,France,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,48.7,-3.15
Treguier, ,France,English Channel; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,48.783333,-3.233333
Morlaix, ,France,English Channel; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Medium,48.583333,-3.833333
Port De Roscoff-Bloscon, ,France,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Medium,48.733333,-3.983333
Concarneau, ,France,Bay of Biscay; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,47.866667,-3.916667
Lorient, ,France,Bay of Biscay; North Atlantic Ocean,Medium,River (Natural),Unknown,Small,47.75,-3.35
St Nazaire, ,France,Bay of Biscay; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Unknown,47.283333,-2.2
Donges, ,France,Bay of Biscay; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,47.3,-2.066667
Nantes, ,France,Bay of Biscay; North Atlantic Ocean,Medium,River (Natural),Unknown,Medium,47.2,-1.566667
Les Sables D' Olonne, ,France,Bay of Biscay; North Atlantic Ocean,Medium,River (Basins),Unknown,Unknown,46.5,-1.8
La Pallice, ,France,Bay of Biscay; North Atlantic Ocean,Medium,Coastal (Tide Gates),Unknown,Unknown,46.166667,-1.216667
Le Verdon, ,France,Bay of Biscay; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,45.55,-1.05
Pauillac, ,France,Bay of Biscay; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,45.2,-0.75
Blaye, ,France,Bay of Biscay; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,45.133333,-0.666667
Ambes,Bec Dambes,France,Bay of Biscay; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,45.016667,-0.533333
Bordeaux, ,France,Bay of Biscay; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Unknown,44.866667,-0.566667
Bayonne, ,France,Bay of Biscay; North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,43.5,-1.466667
Port-Vendres,Vendres,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,42.516667,3.116667
Port-La-Nouvelle,La Nouvelle,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Small,Canal or Lake,Unknown,Small,43.016667,3.066667
Sete, ,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Large,43.4,3.7
Port Saint Louis Du Rhone,St Louis Du Rhone,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Small,Canal or Lake,Unknown,Small,43.383333,4.816667
Fos, ,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,43.416667,4.883333
Port-de-Bouc,Lavera,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,43.4,4.983333
Marseille, ,France,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,43.316667,5.366667
Toulon, ,France,Mediterranean Sea; North Atlantic Ocean,Large,Coastal (Breakwater),Unknown,Medium,43.1,5.916667
Saint-Tropez, ,France,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,43.266667,6.633333
Saint-Raphael, ,France,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,43.416667,6.766667
Cannes, ,France,Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,43.55,7.016667
Antibes, ,France,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,43.583333,7.133333
Nice, ,France,Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,43.7,7.283333
Villefranche, ,France,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,43.7,7.316667
Bastia, ,France,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,42.7,9.45
Porto Vecchio, ,France,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,41.583333,9.283333
Bonifacio, ,France,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,41.383333,9.166667
Port De Propriano, ,France,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,41.683333,8.9
Port D' Ajaccio, ,France,Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,41.916667,8.75
Calvi, ,France,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,42.566667,8.75
L'ile Rousse, ,France,Ligurian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,42.633333,8.933333
Rade De Brest, ,France,North Atlantic Ocean,Large,Coastal (Breakwater),Military,Large,48.383333,-4.5
Degrad Des Cannes, ,French Guiana,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,4.85,-52.266667
Vaitape,Boro Boro,French Polynesia,South Pacific Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,-16.5,-151.75
Uturoa, ,French Polynesia,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-16.733333,-151.45
Papeete, ,French Polynesia,South Pacific Ocean,Small,Coastal (Natural),Unknown,Medium,-17.533333,-149.583333
Port Rikitea, ,French Polynesia,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-23.116667,-134.966667
Atuona, ,French Polynesia,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-9.816667,-139.033333
Baie Taiohae,Anne Marie Bay,French Polynesia,South Pacific Ocean,Very Small,Coastal (Natural),Unknown,Unknown,-8.933333,-140.083333
Libreville, ,Gabon,Gulf of Guinea; North Atlantic Ocean,Medium,Open Roadstead,Unknown,Unknown,0.383333,9.45
Port Owendo, ,Gabon,Gulf of Guinea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Small,0.283333,9.5
Port Gentil, ,Gabon,Gulf of Guinea; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Unknown,-0.7,8.8
Cap Lopez, ,Gabon,Gulf of Guinea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,-0.633333,8.716667
Oguendjo Terminal, ,Gabon,South Atlantic Ocean,Small,Open Roadstead,Unknown,Unknown,-1.466667,8.916667
Etame Terminal, ,Gabon,South Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,-3.75,10.516667
Gamba Oil Terminal, ,Gabon,South Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,-2.833333,10
M'bya Oil Terminal, ,Gabon,South Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,-3.883333,10.933333
Sokhumi, ,Georgia,Black Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,42.983333,40.983333
Poti, ,Georgia,Black Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Medium,42.15,41.583333
Supsa Marine Terminal, ,Georgia,Black Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,42.1,41.716667
Batumi, ,Georgia,Black Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,41.65,41.65
Wolgast, ,Germany,Baltic Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,54.05,13.783333
Sassnitz,Sabnitz,Germany,Baltic Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,54.516667,13.65
Stralsund, ,Germany,Baltic Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Medium,54.316667,13.1
Rostock,Petersdorf,Germany,Baltic Sea; North Atlantic Ocean,Large,River (Natural),Unknown,Large,54.1,12.133333
Wismar, ,Germany,Baltic Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,53.9,11.466667
Lubeck-Travemunde, ,Germany,Baltic Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Medium,53.966667,10.883333
Lubeck, ,Germany,Baltic Sea; North Atlantic Ocean,Medium,Canal or Lake,Unknown,Medium,53.883333,10.7
Heiligenhafen, ,Germany,Baltic Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,54.366667,10.983333
Kiel, ,Germany,Baltic Sea; North Atlantic Ocean,Large,River (Basins),Unknown,Small,54.316667,10.133333
Eckernforde, ,Germany,Baltic Sea; North Atlantic Ocean,Small,River (Basins),Unknown,Unknown,54.483333,9.833333
Kappeln, ,Germany,Baltic Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,54.666667,9.933333
Flensburg, ,Germany,Baltic Sea; North Atlantic Ocean,Small,River (Basins),Unknown,Small,54.8,9.433333
Husum, ,Germany,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,54.483333,9.05
Brunsbuttel Elbahafen, ,Germany,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,53.883333,9.166667
Brunsbuttel Canal Terminals, ,Germany,North Sea; North Atlantic Ocean,Small,Canal or Lake,Unknown,Small,53.9,9.15
Itzehoe, ,Germany,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,53.916667,9.516667
Neuhaus, ,Germany,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,53.8,9.033333
Gluckstadt, ,Germany,North Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Medium,53.783333,9.416667
Butzfleth, ,Germany,North Sea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Small,53.65,9.516667
Bremerhaven, ,Germany,North Sea; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Large,53.533333,8.583333
Nordenham, ,Germany,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Small,53.483333,8.483333
Brake, ,Germany,North Sea; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Unknown,53.333333,8.483333
Bremen, ,Germany,North Sea; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Unknown,53.133333,8.766667
Wilhelmshaven, ,Germany,North Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Small,53.533333,8.166667
Emden, ,Germany,North Sea; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Medium,53.333333,7.183333
Leer, ,Germany,North Sea; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Small,53.233333,7.45
Papenburg, ,Germany,North Sea; North Atlantic Ocean,Small,Canal or Lake,Unknown,Unknown,53.1,7.383333
Takoradi, ,Ghana,Gulf of Guinea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Large,4.883333,-1.733333
Saltpond, ,Ghana,Gulf of Guinea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,5.2,-1.05
Tema, ,Ghana,Gulf of Guinea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Medium,5.631944444,0.015555556
Europa Point, ,Gibraltar,Strait of Gibraltar; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Small,36.133333,-5.35
Kerkira,Corfu,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Open Roadstead,Unknown,Small,39.616667,19.933333
Preveza, ,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.95,20.75
Argostolion, ,Greece,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.183333,20.516667
Mesolongion, ,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,38.366667,21.416667
Itea,Salona,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,38.433333,22.416667
Aigio,Aegion; Ormos Aiyiou; Vostitza,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,38.25,22.083333
Patrai,Patari Harbor; Patras; Patron,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,38.25,21.733333
Katakolon, ,Greece,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,37.65,21.316667
Pilos,Navarin; Navarinou; Neo Kastro; Pilos,Greece,Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,36.9,21.666667
Kalamata,Kalamon,Greece,Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,37.016667,22.116667
Yithion,Githion; Gythion,Greece,Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,36.75,22.566667
Navplio,Nauplia,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,37.566667,22.8
Spetses, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,37.266667,23.166667
Lavrio, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,37.7,24.066667
Megara Oil Terminal, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,37.966667,23.4
Ayios Nikolaos,Arapis,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,37.983333,23.533333
Elevsis, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Small,38.033333,23.55
Pakhi Oil Terminal, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,37.966667,23.383333
Perama, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Unknown,37.966667,23.566667
Piraievs,Athens; Dhrapetsdna,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Large,Coastal (Breakwater),Unknown,Medium,37.933333,23.65
Ormos Mikro Vathi,Mikro Vathi,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,38.433333,23.6
Dhiavlos Steno,Chalkis; Khalkis; Steno Pass,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.45,23.6
Ormos Aliveriou, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,38.383333,24.05
Astakos, ,Greece,Ionian Sea; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,38.483333,21.1
Aspropirgos, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,38.033333,23.6
Porthmos Evripou,Euripo Strait; Evripou Porthmos,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.466667,23.583333
Larimna,Larmes,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.566667,23.283333
Kymassi, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.833333,23.466667
Achladi, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,38.9,22.816667
Stilis, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,38.916667,22.616667
Tsingeli, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,39.166667,22.85
Volos, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Small,39.366667,22.95
Miliana,Melina,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,39.166667,23.216667
Thessaloniki, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Medium,40.633333,22.933333
Yerakini,Gerakani,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,40.266667,23.466667
Stratoni, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,40.516667,23.833333
Kavala, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,40.933333,24.4
Alexandroupoli, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Large,40.833333,25.883333
Mitilini, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,39.1,26.566667
Plomarion,Potamos,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,38.983333,26.366667
Vrakhonisis Kallonis,Kalloni,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,39.083333,26.083333
Khios,Khiou,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,38.366667,26.133333
Neon Karlovas,Karlovasion; Neon Karlovasion,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,37.8,26.683333
Samos,Kolpos Vatheos,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,37.75,26.966667
Pithagorion,Pothagoriou; Tigani,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,37.683333,26.95
Andros,Kastron,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,37.833333,24.95
Mikonos,Mykonos,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,37.45,25.333333
Limin Sirou,Ano Siros; Ermoupolis; Siros; Syra,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,37.433333,24.95
Nisos Naxos,Naxia,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,37.1,25.366667
Milos,Adamas,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,36.716667,24.45
Soudha,Azizieh; Suda,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Unknown,35.483333,24.183333
Rethimnon, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,35.366667,24.466667
Iraklion,Candia; Megalo Kastron,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Small,35.35,25.15
Sitia,Vamvakia,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,35.216667,26.133333
Ayios Nikolaos, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,35.2,25.716667
Rodhos,Rhodes; Rodi,Greece,Mediterranean Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,36.45,28.233333
Limin Kos,Coo; Stanko,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Large,36.9,27.283333
Kalimnos,Calino,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,36.95,26.983333
Lakki,Temania,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,37.133333,26.85
Qutdleq, ,Greenland,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,61.516667,-42.216667
Kusanartoq, ,Greenland,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,61.766667,-42.216667
Nanortalik Havn, ,Greenland,Labrador Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,60.116667,-45.2
Narsaq, ,Greenland,Labrador Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,60.916667,-46.05
Narsarssuaq, ,Greenland,Labrador Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,61.15,-45.433333
Gronnedal (Kangilinnguit),Green Valley Harbor; Sermersooq,Greenland,Labrador Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,61.233333,-48.1
Paamuit (Frederikshab),Frederikshab; Pamiut,Greenland,Labrador Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,62,-49.666667
Nuuk,Godthab,Greenland,Labrador Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,64.183333,-51.75
Maniitsoq,Manitsok,Greenland,Labrador Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,65.416667,-52.916667
